Unnamed: 0,work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_last_dollar_value,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,salary_month_last_inflation_adjustment,salary_comparison_last_semester,salary_benefit,salary_satisfaction,estas_buscando_trabajo,pluriempleo,company_main_activity,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,company_days_in_the_office,en_los_ultimos_6_mesesse_aplico_alguna_politica_de_ajustes_salariales,opcionalen_que_empresaorganizacion_estas_trabajando,company_recommended,tools_copilotchatgpt,algo_que_quieras_decir_sobre_tu_trabajo,salir_o_seguir_contestando,profile_studies_level,profile_studies_level_state,profile_career,profile_university,salir_o_seguir_contestando_sobre_las_guardias,work_on_call_duty,salary_on_call_duty_charge,aclara_el_numero_que_ingresaste_en_el_campo_anterior,profile_age,profile_gender,habias_respondido_nuestra_encuesta_en_ediciones_anteriores,sueldo_dolarizado,seniority,_sal
2706,Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),1200000.0,1000000.0,,,Menos de un sueldo,Dependiente del estado,Más de tres,71.0,Noviembre,2,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,20,13,4,0,"Docker, Linux, VMWare, Windows Server","Bash/Shell, Python, R, SQL",Ninguno de los anteriores,Oracle,Postman,De 2001a 5000 personas,100% presencial,0,,,6,2,,Terminar encuesta,,,,,,,,,45,Hombre Cis,Sí,False,Senior,1200000.0
2707,Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1221000.0,1023000.0,,,No,No recibo bono,Más de tres,105.0,Noviembre,2,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas",2,"No, pero escucho ofertas.",,QA / Tester,2,2,2,0,Azure,"CSS, HTML",Ninguno de los anteriores,"Microsoft SQL Server, MySQL",Postman,De 11  a 50  personas,100% remoto,0,Solo por inflacion,,7,2,,Terminar encuesta,,,,,,,,,37,Hombre Cis,No,False,Junior,1221000.0
2708,Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),300000.0,300000.0,,,Menos de un sueldo,Votado por decisión colectiva,Uno,0.0,No tuve,3,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Lactario en la oficina, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,HelpDesk,1,0,0,0,"Azure, VMWare, Windows Server","Bash/Shell, C++, SQL",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,De 201 a 500 personas,100% presencial,0,no,Embajada de EE.UU.,8,1,,Responder sobre guardias,Universitario,En curso,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,Terminar encuesta,No,0.0,Neto,22,Hombre Cis,No,False,Junior,300000.0
2709,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4500000.0,3900000.0,,,Un sueldo,Performance grupal,Tres,81.0,Diciembre,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",3,"No, pero escucho ofertas.",,Developer,14,3,3,1,Ninguna de las anteriores,".NET, C, C#, CSS, Go, Groovy, HTML, Java, Javascript, PHP, SQL",Spring,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,"Si, ajuste por inflación ",Mercado Libre,7,3,,Responder sobre guardias,,,,,,"Sí, activa",0.0,Porcentaje de mi sueldo bruto,38,Hombre Cis,Sí,False,Senior,4500000.0
2710,Córdoba,Full-Time,Staff (planta permanente),2860000.0,2389000.0,,,No,No recibo bono,Tres,55.0,Octubre,1,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",1,"Sí, estoy buscando activamente.",,SysAdmin / DevOps / SRE,3,3,2,0,"Amazon Web Services, Docker, Linux","Bash/Shell, Javascript, PHP, Python, SQL",Grafana K6,"Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, MySQL",Postman,De 201 a 500 personas,100% remoto,0,"Si. Se actualizaron los sueldos conforme a la inflacion, o en un porcentaje de la misma. Dicho esto, la ultima actualizacion estuvo al menos 5% por debajo de la inflacion, lo cual genero mucho descontento.",InvGate,8,5,,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Software,Universidad Siglo 21,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,36,Hombre Cis,Sí,False,Semi-Senior,2860000.0
2711,Corrientes,Full-Time,Staff (planta permanente),1068056.84,909057.9,,,No,No recibo bono,Tres,28.0,Noviembre,4,Descuento en gimnasios / Clases de gimnasia online,3,"Sí, estoy buscando activamente.",,Developer,2,1,1,0,Ninguna de las anteriores,"Javascript, SQL, TypeScript",Node.js,"MySQL, Oracle",Ninguna de las anteriores,De 101 a 200 personas,100% presencial,0,Ajustes establecidos por el gremio (empleados de comercio),,7,4,,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,29,Mujer Cis,Sí,False,Junior,1068056.84
2712,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2175000.0,1864000.0,,,Un sueldo,Performance individual,Tres,7.0,Noviembre,4,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",4,"No, pero escucho ofertas.",,Functional Analyst,14,0,7,0,Ninguna de las anteriores,"Ruby, Smalltalk",Ninguno de los anteriores,PostgreSQL,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),1,Si cada 3 meses,Open pass,8,0,,Terminar encuesta,,,,,,,,,46,Mujer Cis,No,False,Senior,2175000.0
2713,Buenos Aires,Full-Time,Staff (planta permanente),955000.0,855000.0,,,No,No recibo bono,Uno,10.0,Octubre,2,"Descuentos varios (Clarín 365, Club La Nación, etc)",1,"Sí, estoy buscando activamente.",,UX Designer,3,0,3,0,Azure,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,,,0,2,,Responder sobre mis estudios,Universitario,En curso,Diseño Industrial,,Terminar encuesta,,,,31,Mujer Cis,No,False,Semi-Senior,955000.0
2714,Buenos Aires,Full-Time,Staff (planta permanente),3600000.0,3000000.0,,,Un sueldo,Mix de las anteriores,Tres,150.0,Octubre,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles",3,"No, pero escucho ofertas.",,Manager / Director,15,11,7,10,SAP,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,Aproximada a inflación cada tres meses,,6,3,,Terminar encuesta,,,,,,,,,58,Hombre Cis,Sí,False,Senior,3600000.0
2715,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2300000.0,1800000.0,,,De uno a tres sueldos,Votado por decisión colectiva,Dos,15.0,Noviembre,2,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,DBA (Database Administrator),14,14,14,0,"Amazon Web Services, Azure, Firebase, Serverless, Windows Server","Bash/Shell, Python, SQL",Ninguno de los anteriores,"Amazon RDS/Aurora, Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,,Grupo San Cristobal,8,4,Me gustaria hacer mas cosas pero no hay incentivo,Responder sobre mis estudios,Terciario,Completo,Tecnicatura Superior en Sistemas Informáticos,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,58,Hombre Cis,Sí,False,Senior,2300000.0
2716,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5500000.0,4500000.0,,,De uno a tres sueldos,Mix de las anteriores,Más de tres,110.0,Noviembre,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Guardería o pago para cubrir costo de guardería",4,"No, pero escucho ofertas.",,BI Analyst / Data Analyst,9,4,1,15,Ninguna de las anteriores,".NET, HTML, SQL",".NET Core, Node.js, React.js, SAP, SAP Hana","HANA, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, Teradata","Postman, SoapUI",De 5001 a 10000 personas,Híbrido (presencial y remoto),1,,,7,1,,Responder sobre mis estudios,Universitario,Incompleto,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,30,Mujer Cis,Sí,False,Senior,5500000.0
2717,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4000000.0,3250000.0,,,Un sueldo,Mix de las anteriores,Dos,60.0,Julio,3,"Abono de celular, Capacitaciones y/o cursos, Horarios flexibles",3,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,6,5,3,2,"Azure, Docker, Google Cloud Platform, Kubernetes, Linux, OpenShift","Bash/Shell, Python",Flask,"ElasticSearch, Microsoft Azure (Tables, CosmosDB, SQL, etc), MongoDB, MySQL, PostgreSQL, Redis, SQLite",Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),1,"Si, inflacion",,9,4,,Responder sobre guardias,Universitario,Completo,Ingeniería en Informática,UCA - Universidad Católica Argentina,Responder sobre guardias,"Sí, pasiva",100000.0,Bruto,28,Hombre Cis,Sí,False,Senior,4000000.0
2718,Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1728000.0,1470000.0,,,No,No recibo bono,Tres,70.0,Septiembre,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas",3,"No, pero escucho ofertas.",,BI Analyst / Data Analyst,2,0,0,0,Azure,SQL,Ninguno de los anteriores,Teradata,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,cada 3 meses por inflacion,,7,0,,Responder sobre mis estudios,Universitario,En curso,Ingeniería Industrial,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,25,Hombre Cis,No,False,Junior,1728000.0
2719,Corrientes,Full-Time,Staff (planta permanente),1800000.0,1400000.0,,,No,No recibo bono,Dos,10.0,Octubre,2,Ninguna de las anteriores,1,"No, pero escucho ofertas.",,Technical Leader,10,6,2,4,Linux,"Dart, HTML, Javascript, PHP, TypeScript","Bootstrap, Cordova, Flutter, jQuery, Laravel, Next.js, Node.js, React.js, WordPress","MariaDB, MongoDB, MySQL, SQLite",Jest,De 11  a 50  personas,100% presencial,0,indice convenio colectivo,Paymovil,6,5,,Responder sobre guardias,Terciario,Completo,Tecnicatura Superior en Programación,ORT,Responder sobre guardias,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,37,Hombre Cis,Sí,False,Senior,1800000.0
2720,Córdoba,Full-Time,Staff (planta permanente),1850000.0,1550000.0,,,Un sueldo,Mix de las anteriores,Más de tres,220.0,Octubre,4,"Capacitaciones y/o cursos, Cuota para universidad / posgrados, Horarios flexibles, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",4,"No, estoy muy conforme.",,BI Analyst / Data Analyst,3,2,2,0,Microsoft,".NET, Python",Ninguno de los anteriores,"Microsoft SQL Server, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,si,,8,3,,Terminar encuesta,,,,,,,,,34,Hombre Cis,Sí,False,Semi-Senior,1850000.0
2721,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4200000.0,3700000.0,,,No,No recibo bono,No,0.0,No tuve,4,Ninguna de las anteriores,4,"Sí, estoy buscando activamente.",,Developer,10,0,6,0,Amazon Web Services,"CSS, HTML, Javascript, Ruby, TypeScript","Node.js, React.js",Ninguna de las anteriores,Cypress,De 2001a 5000 personas,Híbrido (presencial y remoto),3,,macro,6,3,,Terminar encuesta,,,,,,,,,40,Hombre Cis,Sí,False,Senior,4200000.0
2722,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1750000.0,1503000.0,,,Un sueldo,Performance de la compañía,Más de tres,60.0,Noviembre,3,"Abono de celular, Abono de Internet, Clases de idiomas",3,"No, pero escucho ofertas.",,Middleware,4,2,4,0,Ninguna de las anteriores,ibm app connect,Ninguno de los anteriores,Ninguna de las anteriores,SoapUI,De 11  a 50  personas,100% remoto,0,,,9,3,,Terminar encuesta,,,,,,,,,30,Mujer Cis,No,False,Semi-Senior,1750000.0
2723,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),780000.0,,,,No,No recibo bono,Uno,20.0,Agosto,3,Ninguna de las anteriores,3,"No, pero escucho ofertas.",,Designer,3,0,3,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,,,0,1,,Terminar encuesta,,,,,,,,,35,Mujer Cis,No,False,Semi-Senior,780000.0
2724,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2000000.0,1700000.0,,,No,No recibo bono,Tres,160.0,Septiembre,3,"Abono de Internet, Capacitaciones y/o cursos",3,"No, pero escucho ofertas.",,UX Designer,4,1,1,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,"Si, ademas de los ajustes por inflacion se realizan dos aumentos de sueldo al año",,10,3,,Responder sobre mis estudios,Terciario,Completo,Diseño Multimedial,Escuela Da Vinci,Terminar encuesta,,,,34,Mujer Cis,Sí,False,Semi-Senior,2000000.0
2725,Buenos Aires,Full-Time,Staff (planta permanente),3384000.0,2709000.0,,,No,No recibo bono,Más de tres,25.0,Noviembre,3,"Abono de celular, Abono de Internet, Descuento en gimnasios / Clases de gimnasia online",3,"No, pero escucho ofertas.",,Developer,25,3,10,0,"Docker, Kubernetes, Linux","HTML, Javascript, PHP, SQL, TypeScript","Bootstrap, jQuery, Laravel","MongoDB, MySQL",Postman,De 101 a 200 personas,100% remoto,0,,,8,1,,Responder sobre mis estudios,Universitario,Completo,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,46,Hombre Cis,Sí,False,Senior,3384000.0
2726,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3700000.0,2900000.0,,,De uno a tres sueldos,Mix de las anteriores,Tres,85.0,Octubre,3,"Abono de Internet, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",3,"No, estoy muy conforme.",,Consultant,25,1,1,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),4,"si, ajuste por inflación",Empresa financiera,8,1,,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Administración de Empresas,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,50,Hombre Cis,No,False,Senior,3700000.0
2727,Entre Ríos,Full-Time,Staff (planta permanente),1667558.8,1649270.3,,,No,No recibo bono,Dos,24.5,Noviembre,2,"seguro de auto, almuerzo y gastos extraordinarios teletrabajo",2,"No, pero escucho ofertas.",,BI Analyst / Data Analyst,4,3,3,0,Windows Server,"HTML, Javascript, SQL",Ninguno de los anteriores,"Informix, MySQL, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,si,,8,0,,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,30,Mujer Cis,No,False,Semi-Senior,1667558.8
2728,Santa Fe,Full-Time,Staff (planta permanente),4180470.35,3365031.19,,,De uno a tres sueldos,Performance de la compañía,Más de tres,128.0,Noviembre,3,"Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles",4,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,15,6,6,0,"Amazon Web Services, Azure, Docker, Kubernetes, Linux, VMWare","Bash/Shell, Python, Terraform, Ansible",WordPress,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,Aumento por paritarias,,10,1,,Responder sobre guardias,Universitario,Incompleto,Licenciatura en Ciencias de la Computación,UNR - Universidad Nacional de Rosario,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,41,Hombre Cis,Sí,False,Senior,4180470.35
2729,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),3456000.0,2782381.0,,,No,No recibo bono,Más de tres,60.0,Septiembre,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Consultant,20,3,3,0,"Amazon Web Services, SAP",ABAP,Ninguno de los anteriores,HANA,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,ajuste por inflanción trimestral,Softtek,10,5,Excelente ambiente de trabajo,Terminar encuesta,,,,,,,,,56,Hombre Cis,Sí,False,Senior,3456000.0
2730,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1677000.0,1466000.0,,,No,No recibo bono,Dos,17.0,Septiembre,1,Ninguna de las anteriores,1,"No, pero escucho ofertas.",Tengo dos trabajos full time,SysAdmin / DevOps / SRE,10,3,3,3,"Amazon Web Services, Azure, Docker, Kubernetes, Linux, OpenShift, OpenStack, VMWare, Windows Server","Bash/Shell, HTML, Python",WordPress,"MariaDB, Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL",Postman,De 101 a 200 personas,100% remoto,0,no,,0,5,,Responder sobre guardias,Universitario,Completo,Ingeniería en Informática,,Terminar encuesta,"Sí, activa",0.0,Porcentaje de mi sueldo bruto,38,Hombre Cis,Sí,False,Senior,1677000.0
2731,San Juan,Full-Time,Staff (planta permanente),3100000.0,2500000.0,,,Menos de un sueldo,Mix de las anteriores,Dos,10.0,Octubre,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Data Engineer,6,0,1,0,"Amazon Web Services, Serverless",Python,Ninguno de los anteriores,"Amazon DynamoDB, Amazon RDS/Aurora, Apache Hive",Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,,Naranjax,10,5,,Terminar encuesta,,,,,,,,,42,Hombre Cis,Sí,False,Senior,3100000.0
2732,Córdoba,Full-Time,Staff (planta permanente),1700000.0,1400000.0,,,No,No recibo bono,Más de tres,10.0,Octubre,2,Abono de Internet,1,"Sí, estoy buscando activamente.",,Developer,30,0,0,0,Windows Server,"Java, SQL, Genexus",Node.js,"IBM Db2, Informix, MariaDB, Microsoft SQL Server, MySQL, Oracle, PostgreSQL, SQLite",Postman,De 51 a 100 personas,100% remoto,0,"si, por IPC",,0,5,,Terminar encuesta,,,,,,,,,62,Hombre Cis,No,False,Senior,1700000.0
2733,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3200000.0,2500000.0,,,No,No recibo bono,Más de tres,155.0,Diciembre,3,"Abono de celular, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado",3,"Sí, estoy buscando activamente.",,Technical Leader,16,1,1,10,"Amazon Web Services, Azure, Linux, VMWare, Windows Server","Bash/Shell, Python",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, Oracle",Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),4,Ajuste mensual segun inflacion,,5,4,,Responder sobre guardias,Universitario,En curso,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,42,Hombre Cis,Sí,False,Senior,3200000.0
2734,Buenos Aires,Full-Time,Staff (planta permanente),1015000.0,883000.0,,,No,No recibo bono,Tres,50.0,Noviembre,4,Ninguna de las anteriores,2,"No, pero escucho ofertas.",,Developer,2,1,1,1,"Azure, Firebase, Google Cloud Platform","Javascript, TypeScript",React.js,MySQL,"Jest, Postman",De 51 a 100 personas,100% remoto,0,inflación,Adviters,9,2,,Terminar encuesta,,,,,,,,,22,Hombre Cis,No,False,Junior,1015000.0
2735,Buenos Aires,Full-Time,Staff (planta permanente),3819165.0,3089530.0,,,No,No recibo bono,Tres,77.0,Octubre,3,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Infosec,22,18,14,0,"Azure, Linux, VMWare, Windows Server",Bash/Shell,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),3,,,8,4,,Responder sobre guardias,Universitario,En curso,Licenciatura en Ciencia de Datos,UBA - Universidad de Buenos Aires,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,41,Hombre Cis,Sí,False,Senior,3819165.0
2736,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,2100000.0,,,No,No recibo bono,Tres,35.0,Diciembre,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles",2,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,14,1,5,0,"Amazon Web Services, Docker, Firebase, Google Cloud Platform, Kubernetes, Linux, VMWare, Windows Server","Bash/Shell, Groovy, Python",HCL,"Amazon DynamoDB, Amazon RDS/Aurora, MariaDB, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL",Postman,De 51 a 100 personas,100% remoto,0,no,CloudHesive LATAM,9,3,Los sueldos se van quedando atras,Terminar encuesta,,,,,,,,,39,Hombre Cis,Sí,False,Senior,2500000.0
2737,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1900000.0,1600000.0,,,De uno a tres sueldos,Performance de la compañía,Tres,60.0,Diciembre,2,"Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Sueldo dividido en dos pagos por mes",2,"No, pero escucho ofertas.",,BI Analyst / Data Analyst,3,14,3,0,Google Cloud Platform,SQL,Ninguno de los anteriores,"Google Cloud Storage, MySQL",Postman,Más de 10000 personas,Híbrido (presencial y remoto),1,"Si, tuvimos dos, uno de 10% y otro de 9% luego del anual + performance",Mercado Libre,7,2,,Terminar encuesta,,,,,,,,,37,Mujer Cis,No,False,Semi-Senior,1900000.0
2738,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6000000.0,5000000.0,,,No,No recibo bono,Dos,50.0,Septiembre,4,Horarios flexibles,2,"No, estoy muy conforme.",,Technical Leader,10,4,4,4,"Amazon Web Services, Docker, Kubernetes, Linux, OpenShift","CSS, HTML, Java, Python, TypeScript","Angular, Spring","Oracle, PostgreSQL, h2","JUnit, Postman, SoapUI, k6",De 11  a 50  personas,100% remoto,0,"sí, por inflación",,8,3,,Responder sobre mis estudios,Universitario,Incompleto,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,"Sí, pasiva",0.0,Neto,33,Hombre Cis,No,False,Senior,6000000.0
2739,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1671842.9,1387629.6,,,Menos de un sueldo,"permanencia, mas de 6 meses, 25% de un sueldo 2 al año",Más de tres,106.0,Noviembre,2,"Abono de Internet, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,20,2,15,0,"Azure, Serverless, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,"julio, setiembre y octubre",IT Patagonia,6,2,,Terminar encuesta,,,,,,,,,48,Hombre Cis,Sí,False,Senior,1671842.9
2740,Mendoza,Full-Time,Staff (planta permanente),991393.87,822856.92,,,No,Performance grupal,Más de tres,80.0,Septiembre,1,"Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles",1,"No, pero escucho ofertas.",,UX Designer,2,1,1,0,"Ninguna de las anteriores, Figma",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),4,Se manejan de acuerdo a la inflacion en el pais.,,0,5,,Terminar encuesta,,,,,,,,,35,Mujer Cis,No,False,Junior,991393.87
2741,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2700000.0,1300000.0,,,Un sueldo,Por categoria,Más de tres,390.0,Julio,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles",4,"No, pero escucho ofertas.",,QA / Tester,3,3,3,2,"Amazon Web Services, Linux",Python,"Ninguno de los anteriores, No aplica","Ninguna de las anteriores, No aplica","Ninguna de las anteriores, No aplica",De 5001 a 10000 personas,Híbrido (presencial y remoto),2,Por inflacion,PwC Acceleration Center,9,4,,Responder sobre guardias,Universitario,En curso,Ingeniería en Informática,UADE - Universidad Argentina De la Empresa,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,26,Hombre Cis,Sí,False,Semi-Senior,2700000.0
2742,Buenos Aires,Full-Time,Staff (planta permanente),1800000.0,1450000.0,,,Un sueldo,Performance de la compañía,Tres,20.0,Noviembre,2,Ninguna de las anteriores,2,"No, pero escucho ofertas.",,Developer,31,3,3,0,"Amazon Web Services, Docker, Google Cloud Platform, Linux, Windows Server","Bash/Shell, CSS, Go, HTML, Java, Javascript, PHP, SQL, VBA",Ninguno de los anteriores,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),2,no,,6,2,,Terminar encuesta,,,,,,,,,54,Hombre Cis,Sí,False,Senior,1800000.0
