work_country,work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_last_dollar_value,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,¿En qué mes fue el último ajuste?,salary_comparison_last_semester,¿Contás con beneficios adicionales?,salary_satisfaction,Trabajo de,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,Si trabajás bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,company_recommended,"¿Qué tanto estás usando Copilot, ChatGPT u otras herramientas de IA para tu trabajo?",¿Salir o seguir contestando?,profile_studies_level,profile_studies_level_state,profile_career,Institución educativa,¿Salir o seguir contestando sobre las guardias?,work_on_call_duty,salary_on_call_duty_charge,Aclará el número que ingresaste en el campo anterior,¿Salir o seguir contestando sobre estudios?,profile_age,profile_gender
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3000000.0,3000000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,Ninguna de las anteriores,4,Technical Leader,7.0,0.0,0.0,5,"Azure, Docker, Kubernetes","Java, TypeScript","React.js, Spring",PostgreSQL,"JUnit, Postman, Selenium",De 51 a 100 personas,100% remoto,0,8,2,Terminar encuesta,,,,,,,,,,28,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),836000.0,620000.0,,,De uno a tres sueldos,Performance individual,Dos,30.0,Abril,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",4,Infosec,10.0,7.0,7.0,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),2,10,3,Terminar encuesta,,,,,,,,,,40,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),175000.0,147000.0,,,No,No recibo bono,Uno,10.0,Marzo,2,Ninguna de las anteriores,2,BI Analyst / Data Analyst,8.0,8.0,6.0,0,Windows Server,"C#, SQL",Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),2,7,0,Terminar encuesta,,,,,,,,,,27,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),11225011.0,755922.0,Mi sueldo está dolarizado (pero cobro en moneda local),478.52,No,No recibo bono,No,0.0,No tuve,4,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), trabajo 100% remoto",3,SysAdmin,17.0,4.0,4.0,0,"Amazon Web Services, Azure, Google Cloud Platform, Linux, Serverless, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,8,1,Responder sobre guardias,Terciario,Incompleto,Diseño y programacion de videojuegos,Escuela Da Vinci,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,35,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),436000.0,396000.0,,,No,No recibo bono,Dos,36.0,Abril,3,Ninguna de las anteriores,3,Developer,4.0,4.0,4.0,2,"Azure, Docker, Kubernetes, Linux, OpenShift, OpenStack",".NET, C, C++, C#, CSS, Go, HTML, Java, Javascript, Kotlin, PHP, Python, SQL, TypeScript",".NET Core, Angular, Bootstrap, jQuery, Node.js, React.js, Spring","Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, ",Snowflake,De 101 a 200 personas,Híbrido (presencial y remoto),1,6,1,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,,23,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),480000.0,420000.0,,,No,No recibo bono,Uno,30.0,Abril,2,Ninguna de las anteriores,2,Developer,5.0,2.0,2.0,0,"Azure, Windows Server",".NET, C#, HTML, SQL",".NET Core, Angular, Bootstrap",Microsoft SQL Server,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,4,1,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas de Información,UAI - Universidad Abierta Interamericana,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,47,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),138.0,114.0,,,No,No recibo bono,Dos,30.0,Mayo,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,Consultant,0.0,0.0,0.0,0,SAP,Ninguno de los anteriores,SAP,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),1,8,3,Terminar encuesta,,,,,,,,,,34,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),530000.0,450000.0,Mi sueldo está dolarizado (pero cobro en moneda local),,No,No recibo bono,Dos,25.0,Julio,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,4.0,0.0,0.0,0,"Docker, Linux, Mainframe, OpenShift, Serverless",Javascript,"Next.js, Node.js, React.js",MongoDB,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,8,5,Terminar encuesta,,,,,,,,,,27,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),950000.0,,,,Un sueldo,Performance individual,Dos,25.0,Marzo,2,Abono de celular,2,Developer,6.0,4.0,4.0,0,"Docker, Linux",Java,"Angular, Spring","MariaDB, Microsoft SQL Server",JUnit,De 501 a 1000 personas,Híbrido (presencial y remoto),2,5,3,Terminar encuesta,,,,,,,,,,25,Prefiero no decir
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,800000.0,800000.0,Cobro todo el salario en dólares,470,No,No recibo bono,No,0.0,No tuve,4,Ninguna de las anteriores,3,Full Stack,0.0,0.0,0.0,0,Firebase,Javascript,"Next.js, Node.js, React.js","MongoDB, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,10,4,Terminar encuesta,,,,,,,,,,32,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),980000.0,650000.0,,,Menos de un sueldo,Performance de la compañía,Uno,40.0,Mayo,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,Technical Leader,8.0,3.0,2.0,8,"Google Cloud Platform, Serverless, VMWare, Windows Server","Python, R, SQL","TensorFlow, Torch","Google Cloud Storage, Microsoft SQL Server",Selenium,De 11  a 50  personas,Híbrido (presencial y remoto),2,9,5,Responder sobre mis estudios,Posgrado/Especialización,Completo,Licenciatura en Ciencia de Datos,UADE - Universidad Argentina De la Empresa,Terminar encuesta,,,,,28,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),550000.0,450000.0,Mi sueldo está dolarizado (pero cobro en moneda local),,No,No recibo bono,Uno,25.0,Abril,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",3,QA / Tester,5.0,1.0,5.0,0,"Amazon Web Services, Docker, Kubernetes, Linux","Java, Javascript","Bootstrap, Node.js","MongoDB, MySQL","Appium, Cypress, Postman",De 201 a 500 personas,100% remoto,0,6,1,Terminar encuesta,,,,,,,,,,29,Prefiero no decir
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1400000.0,800000.0,,,De uno a tres sueldos,Performance de la compañía,Tres,65.0,Junio,4,Abono de Internet,4,SysAdmin,20.0,20.0,5.0,0,Mainframe,Ninguno de los anteriores,Ninguno de los anteriores,IBM Db2,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,0,2,Terminar encuesta,,,,,,,,,,41,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4803000.0,3395000.0,Cobro parte del salario en dólares,322,De uno a tres sueldos,Mix de las anteriores,No,0.0,No tuve,4,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4,Architect,20.0,3.0,7.0,0,"Amazon Web Services, Azure, Docker, Kubernetes, Linux","Java, Python, TypeScript","React.js, TensorFlow","Amazon RDS/Aurora, PostgreSQL","Cypress, JUnit, Karma",De 51 a 100 personas,Híbrido (presencial y remoto),1,6,2,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Ciencias de la Computación,UBA - Universidad de Buenos Aires,Terminar encuesta,No,0.0,Bruto,Responder sobre mis estudios,47,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),805000.0,672000.0,,,De uno a tres sueldos,Mix de las anteriores,Dos,32.5,Julio,2,"Abono de Internet, Horarios flexibles",3,DevOps Engineer,27.0,1.0,1.0,0,sybase,".NET, SQL, vb6",Ninguno de los anteriores,"Microsoft SQL Server, Sybase",Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),1,8,0,Responder sobre mis estudios,Universitario,Completo,Analista de Sistemas,,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,46,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,380000.0,380000.0,,,No,No recibo bono,No,0.0,Enero,1,Horarios flexibles,1,Manager / Director,12.0,3.0,1.0,7,"Linux, VMWare","Javascript, PHP, SQL, ","Laravel, Vue.js","MariaDB, MongoDB, Redis","PHPUnit, Postman",De 101 a 200 personas,Híbrido (presencial y remoto),1,4,5,Terminar encuesta,,,,,,,,,,33,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),608000.0,543950.0,,,Menos de un sueldo,Performance de la compañía,Uno,10.0,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",3,Developer,15.0,0.0,0.0,0,"Amazon Web Services, Docker, Linux, Serverless","Java, Javascript, Python, Solidity, SQL, TypeScript","Angular, Hibernate, Next.js, Node.js, React.js, Spring, NEST.js","Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, Microsoft SQL Server, MySQL, SQLite",JUnit,De 11  a 50  personas,Híbrido (presencial y remoto),1,9,5,Responder sobre guardias,Universitario,Completo,Ingeniería Electrónica,UBA - Universidad de Buenos Aires,Terminar encuesta,No,0.0,Neto,Responder sobre mis estudios,55,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),543000.0,432000.0,,,No,No recibo bono,Dos,20.0,Marzo,3,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Lactario en la oficina, Guardería o pago para cubrir costo de guardería, Obra social",3,UX Designer,22.0,18.0,2.0,0,Ninguna de las anteriores,Ninguno de los anteriores,"Ninguno de los anteriores, ",Ninguna de las anteriores,"Ninguna de las anteriores, ",De 501 a 1000 personas,Híbrido (presencial y remoto),1,9,1,Terminar encuesta,,,,,,,,,,48,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Participación societaria en una cooperativa,562000.0,562000.0,,,3+ sueldos,A las ganancias de la cooperativa,Tres,55.0,Julio,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Prestamos 0% intereses, Seguro para auto - 50%",3,QA / Tester,7.0,3.0,3.0,5,"Azure, Docker, VMWare","C, Javascript, Python, SQL, VBA","Pytest, Allure","MongoDB, MySQL","Appium, Cucumber, HP UFT, Postman, Selenium, Visual Studio Coded UI, Pycharm, JMeter",De 101 a 200 personas,100% remoto,1,8,2,Terminar encuesta,,,,,,,,,,37,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),432000.0,360000.0,,,Un sueldo,Performance de la compañía,Uno,80.0,Julio,4,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,Developer,0.0,0.0,0.0,0,Ninguna de las anteriores,"Go, Java, Javascript","Node.js, React.js",Google Cloud Storage,"Jest, JUnit, Mocha, Postman",Más de 10000 personas,100% remoto,0,10,3,Responder sobre guardias,Terciario,Completo,Desarrollador Full Stack,,Terminar encuesta,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,24,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1475000.0,982232.0,Mi sueldo está dolarizado (pero cobro en moneda local),498,Menos de un sueldo,Performance de la compañía,Uno,10.0,Febrero,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,Jira Administrator,4.0,1.0,4.0,0,"Jira, Confluence, Bitbucket, Script Runner","CSS, Groovy, HTML, Javascript, Python, SQL",jQuery,"ElasticSearch, Microsoft SQL Server, MySQL, PostgreSQL",Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,9,5,Terminar encuesta,,,,,,,,,,27,Varón Trans
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),488000.0,340000.0,,,Menos de un sueldo,Performance individual,No,0.0,No tuve,2,"Abono de Internet, Horarios flexibles, Sueldo dividido en dos pagos por mes",2,Support technical,6.0,2.0,2.0,150,"SAP, VMWare",Ninguno de los anteriores,Ninguno de los anteriores,IBM Db2,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,8,0,Responder sobre guardias,Terciario,En curso,Analista de Sistemas,UBA - Universidad de Buenos Aires,Terminar encuesta,No,0.0,Neto,Responder sobre mis estudios,35,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),400000.0,336000.0,,,No,No recibo bono,Dos,10.0,Junio,1,"Capacitaciones y/o cursos, Estacionamiento gratuito / subvencionado",1,Developer,15.0,5.0,5.0,0,Azure,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",".NET Core, Angular, Bootstrap, Node.js, WordPress",Microsoft SQL Server,TFS,De 51 a 100 personas,Híbrido (presencial y remoto),3,2,0,Terminar encuesta,,,,,,,,,,42,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),550000.0,420000.0,Cobro parte del salario en dólares,249,No,No recibo bono,No,0.0,No tuve,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",2,Developer,15.0,8.0,2.0,0,Ninguna de las anteriores,"CSS, HTML, Javascript","Bootstrap, jQuery",Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,6,0,Terminar encuesta,,,,,,,,,,40,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),192000.0,1300000.0,Mi sueldo está dolarizado (pero cobro en moneda local),475,No,No recibo bono,Uno,10.0,Marzo,3,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4,Product Manager,8.0,1.0,1.0,0,Amazon Web Services,no aplica,Ninguno de los anteriores,Amazon Redshift,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,8,2,Terminar encuesta,,,,,,,,,,40,Prefiero no decir
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),967732.0,634044.0,,,Menos de un sueldo,Performance grupal,Uno,33.0,Abril,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles",4,Technical Leader,13.0,0.0,0.0,3,Mainframe,COBOL,Ninguno de los anteriores,IBM Db2,Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,10,0,Responder sobre guardias,Terciario,Completo,Analista Programador Universitario,UTN - Universidad Tecnológica Nacional,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,41,Mujer
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1800000.0,1100000.0,,,No,No recibo bono,Uno,24.0,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles",4,Manager / Director,15.0,5.0,5.0,3,"Amazon Web Services, Docker, Linux","Bash/Shell, Perl, Python",Ninguno de los anteriores,PostgreSQL,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),3,9,3,Terminar encuesta,,,,,,,,,,48,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),356000.0,301500.0,,,Un sueldo,Performance de la compañía,Tres,60.0,Julio,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",3,Developer,3.0,3.0,1.0,0,"Docker, Linux",Smalltalk,"Bootstrap, jQuery","PostgreSQL, Gemstone",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,10,3,Terminar encuesta,,,,,,,,,,23,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1100000.0,1500000.0,Cobro todo el salario en dólares,250,3+ sueldos,cotización de la empresa en bolsa,Tres,50.0,Junio,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",3,Data Engineer,9.0,0.0,6.0,0,"Docker, Google Cloud Platform",Python,Ninguno de los anteriores,"Amazon DynamoDB, Google Cloud Storage, BigQuery",Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),1,9,4,Terminar encuesta,,,,,,,,,,38,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),300000.0,250000.0,,,Un sueldo,Performance de la compañía,Dos,40.0,Mayo,3,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,Developer,2.0,0.0,2.0,0,Ninguna de las anteriores,Java,Hibernate,"ElasticSearch, Oracle","JUnit, Postman",De 201 a 500 personas,100% remoto,0,10,0,Terminar encuesta,,,,,,,,,,34,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),202000.0,187000.0,,,No,No recibo bono,No,0.0,No tuve,2,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online",1,Project Manager,1.0,1.0,0.0,0,Azure,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),2,0,0,Terminar encuesta,,,,,,,,,,26,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),700000.0,600000.0,Cobro parte del salario en dólares,,Menos de un sueldo,Performance individual,Más de tres,40.0,Julio,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",4,Consultant,12.0,1.0,1.0,0,"Amazon Web Services, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,PostgreSQL,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,7,0,Terminar encuesta,,,,,,,,,,36,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),450000.0,1360000.0,,,De uno a tres sueldos,Performance individual,Dos,42.0,Abril,1,"Abono de celular, Abono de Internet, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",1,SysAdmin,15.0,3.0,3.0,0,"AIX, HP-UX, Kubernetes, Linux, SAP, Solaris",Ninguno de los anteriores,SAP,"HANA, MySQL",Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,8,0,Responder sobre guardias,Posgrado/Especialización,Completo,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Terminar encuesta,No,0.0,Neto,Responder sobre mis estudios,42,Masculino
