work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_last_dollar_value,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,salary_month_last_inflation_adjustment,salary_comparison_last_semester,salary_benefit,salary_satisfaction,work_looking_for_job,profile_various_jobs,company_main_activity,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,company_days_in_the_office,salary_inflation_policy,company_reduction_of_employees,company_recommended,tools_copilotchatgpt,vibe_coding,tools_ide_ia,algo_que_quieras_decir_sobre_tu_trabajo,salir_o_seguir_contestando,profile_studies_level,profile_studies_level_state,profile_career,profile_university,salir_o_seguir_contestando_sobre_las_guardias,company_max_interview,company_best_interview,profile_prefered_challenges,profile_hours_per_day,company_selection_process,salir_o_seguir_contestando_sobre_las_guardias1,work_on_call_duty,salary_on_call_duty_charge,aclara_el_numero_que_ingresaste_en_el_campo_anterior,salir_o_seguir_contestando_sobre_estudios,profile_age,profile_gender,profile_previous_survey,company_best_companies,sueldo_dolarizado,work_seniority,_sal
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4500000.0,3000000.0,Cobro parte del salario en dólares,1450,Menos de un sueldo,Mix de las anteriores,Uno,5.0,Diciembre,2,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",2,"No, pero escucho ofertas.",,Data Engineer,25,5,5,30,"Amazon Web Services, Linux, Mainframe, VMWare","COBOL, Python, SQL","Hadoop, Spark","Amazon Redshift, IBM Db2, Oracle, Teradata",Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,No,No sé,4,3,Hype,No,,Terminar encuesta,,,,,,,,,,,,,,,,45,Hombre Cis,Sí,MELI,True,Senior,4500000.0
Santa Fe,Full-Time,Staff (planta permanente),7415000.0,5932000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",,Developer,9,3,3,0,"Amazon Web Services, Docker, Kubernetes",Java,"Hibernate, Spring","Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, ElasticSearch",JUnit,De 2001a 5000 personas,100% remoto,0,,No,10,5,Llegó para quedarse,Cursor,,Terminar encuesta,,,,,,,,,,,,,,,,36,Hombre Cis,Sí,,True,Senior,7415000.0
Buenos Aires,Full-Time,Contractor,8000000.0,8000000.0,Cobro todo el salario en dólares,1480,No,No recibo bono,No,0.0,No tuve,4,"Abono de Internet, Capacitaciones y/o cursos",4,"No, pero escucho ofertas.",,Data Scientist,5,0,3,0,"Amazon Web Services, Docker","HTML, Python",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,Cambié de empleo hace poco,No,9,5,Hype,Pycharm y Vscode,,Responder sobre mis estudios,Doctorado,Incompleto,Licenciatura en Fisica,UNLP - Universidad Nacional de La Plata,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Técnica - Coding, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Menos de 2 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,,,,,31,Hombre Cis,Sí,,True,Semi-Senior,8000000.0
Santa Fe,Full-Time,Staff (planta permanente),1800000.0,1500000.0,Cobro parte del salario en dólares,1450,Menos de un sueldo,Mix de las anteriores,Tres,5.0,Noviembre,1,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",1,"Sí, estoy buscando activamente.",,Developer,4,2,2,2,"Azure, SAP",Javascript,"Node.js, SAP, SAP Hana",HANA,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,No,No sé,2,4,Hype,Vscode,,Terminar encuesta,,,,,,,,,,,,,,,,38,Hombre Cis,Sí,,True,Semi-Senior,1800000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3900000.0,3000000.0,Cobro parte del salario en dólares,1470,3+ sueldos,Mix de las anteriores,No,0.0,No tuve,2,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Stock options / RSUs",1,"Sí, estoy buscando activamente.",,Manager / Director,5,5,2,60,Ninguna de las anteriores,"Python, Ninguno de los anteriores",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,,Sí,4,4,Hype,,,Terminar encuesta,,,,,,,,,,,,,,,,40,Hombre Cis,Sí,,True,Semi-Senior,3900000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4950000.0,4950000.0,Cobro todo el salario en dólares,3300,No,No recibo bono,No,0.0,No tuve,1,Ninguna de las anteriores,3,"No, pero escucho ofertas.",Tengo dos trabajos full time,Infosec,7,3,3,0,Azure,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,No,No,8,4,Vibequé?,No,,Terminar encuesta,,,,,,,,,,,,,,,,35,Hombre Cis,Sí,,True,Senior,4950000.0
Santa Fe,Full-Time,Staff (planta permanente),4500000.0,3800000.0,Cobro parte del salario en dólares,,Menos de un sueldo,Mix de las anteriores,Uno,15.0,Octubre,2,"Abono de Internet, Horarios flexibles, Licencia por nacimiento extendida",2,"No, pero escucho ofertas.",,Developer,9,2,4,0,Amazon Web Services,"Go, PHP, SQL",Laravel,"Amazon DynamoDB, Amazon RDS/Aurora, MySQL",Jest,De 201 a 500 personas,100% remoto,0,,Sí,6,5,Llegó para quedarse,,,Responder sobre guardias,Terciario,Completo,Analista de Computación,UNRC - Universidad Nacional de Río Cuarto,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Técnica - Diseño & Arquitectura, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres",Hasta 8 horas,Valoro procesos con entrevistas técnicas complejas.,Terminar encuesta,"Sí, activa",0.0,Neto,Responder sobre mis estudios,37,Hombre Cis,No,,True,Senior,4500000.0
Tucumán,Full-Time,Staff (planta permanente),4098000.0,3230000.0,Cobro parte del salario en dólares,1470,No,No recibo bono,No,0.0,No tuve,2,"Abono de Internet, Capacitaciones y/o cursos",2,"No, pero escucho ofertas.",,QA / Tester,15,10,3,9,no aplica,no aplica,no aplica,no aplica,no aplica,Más de 10000 personas,100% remoto,0,No,No sé,3,0,Vibequé?,,,Terminar encuesta,,,,,,,,,,,,,,,,42,Hombre Cis,Sí,,True,Senior,4098000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,10000000.0,10000000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,"Stock options / RSUs, Sueldo dividido en dos pagos por mes",3,"No, pero escucho ofertas.",,Data Scientist,6,0,3,0,"Amazon Web Services, Docker, Google Cloud Platform, Serverless","C#, Javascript, Python, SQL, TypeScript",".NET Core, Node.js, Express.js, LangChain","Amazon DynamoDB, Amazon RDS/Aurora, Microsoft SQL Server, MongoDB, PostgreSQL, BigQuery ",Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,,Sí,2,4,Llegó para quedarse,,,Responder sobre guardias,Universitario,Completo,Ingeniería en Sonido,UNTREF - Universidad Tres de Febrero,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Técnica - Diseño & Arquitectura, Manager directo/a",No,Hasta 4 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,31,Hombre Cis,Sí,,True,Senior,10000000.0
Buenos Aires,Full-Time,Staff (planta permanente),4250000.0,3000000.0,Cobro parte del salario en dólares,,De uno a tres sueldos,Performance de la compañía,No,0.0,No tuve,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Stock options / RSUs",2,"No, pero escucho ofertas.",,Manager / Director,9,9,8,15,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),1,No,Sí,8,4,Hype,,,Terminar encuesta,,,,,,,,,,,,,,,,48,Hombre Cis,Sí,,True,Senior,4250000.0
Buenos Aires,Full-Time,Contractor,6300000.0,6000000.0,Cobro todo el salario en dólares,,Menos de un sueldo,No recibo bono,No,0.0,No tuve,3,"Capacitaciones y/o cursos, Clases de idiomas",3,"Sí, estoy buscando activamente.",,Data Engineer,10,1,1,0,"Google Cloud Platform, Linux",Python,Spark,"Google Cloud Storage, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,No,7,5,Llegó para quedarse,"gemini-cli, claude",denme dinero,Terminar encuesta,,,,,,,,,,,,,,,,40,Hombre Cis,Sí,,True,Senior,6300000.0
Córdoba,Full-Time,Staff (planta permanente),5000000.0,3800000.0,Cobro parte del salario en dólares,1460,Menos de un sueldo,Mix de las anteriores,No,0.0,No tuve,1,"Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",1,"No, pero escucho ofertas.",,Manager / Director,15,2,1,14,"Amazon Web Services, Docker, Linux",Python,Django,"ElasticSearch, Influx",Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,No,No,5,4,Hype,Vscode,,Responder sobre guardias,Universitario,Completo,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Técnica - Coding, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 6 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Terminar encuesta,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,44,Hombre Cis,Sí,,True,Senior,5000000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3780000.0,3030000.0,Cobro parte del salario en dólares,,No,No recibo bono,Uno,10.0,Junio,1,"Abono de Internet, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1,"No, pero escucho ofertas.",,Data Scientist,8,6,4,0,Ninguna de las anteriores,"Bash/Shell, CSS, HTML, Javascript, Python, R",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,,Sí,1,2,Hype,,,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Informática,UP - Universidad de Palermo,Responder sobre guardias,Entre 2 y 4,"HR, Técnica - Coding, Técnica - Diseño & Arquitectura, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Menos de 2 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,Responder sobre entrevistas técnicas,31,Hombre Cis,Sí,,True,Senior,3780000.0
Buenos Aires,Full-Time,Staff (planta permanente),17000000.0,8000000.0,Cobro todo el salario en dólares,1430,No,Performance de la compañía,No,0.0,No tuve,4,"Abono de celular, Abono de Internet, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",,Manager / Director,26,3,10,20,Oracle,SQL,Oracle,Oracle,"Postman, Selenium, Oracle",De 101 a 200 personas,100% remoto,0,No,Sí,6,5,Llegó para quedarse,no,,Responder sobre mis estudios,Maestría,Completo,Ingeniería en Sistemas de Información,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,Terminar encuesta,,,,,,,,,,,51,Hombre Cis,Sí,"Microsoft, Salesforce, Oracle, Google, Meta",True,Senior,17000000.0
Buenos Aires,Full-Time,Contractor,6000000.0,5700000.0,Cobro todo el salario en dólares,1405,Menos de un sueldo,Performance de la compañía,No,0.0,No tuve,2,"Comidas pagas / subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",,Developer,20,4,3,0,Amazon Web Services,".NET, C#, SQL, TypeScript",".NET Core, Node.js, React.js","Amazon DynamoDB, Amazon RDS/Aurora, PostgreSQL",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,Al cobrar en dolares no hay,No,7,5,Hype,Cursor,,Terminar encuesta,,,,,,,,,,,,,,,,47,Hombre Cis,Sí,No lo sé,True,Senior,6000000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6000000.0,4500000.0,Mi sueldo está dolarizado (pero cobro en moneda local),Banco nacion,No,No recibo bono,No,0.0,No tuve,3,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Stock options / RSUs",3,"No, pero escucho ofertas.",Tengo dos trabajos full time,Developer,14,5,2,0,"Amazon Web Services, Docker, Kubernetes, Linux","Assembler, Bash/Shell, C, Groovy, Java, Javascript, Python, SQL, TypeScript","Bootstrap, Flask, Spring","MySQL, PostgreSQL, Redis","JUnit, Selenium",De 201 a 500 personas,100% remoto,0,,No,7,5,Llegó para quedarse,Si,,Terminar encuesta,,,,,,,,,,,,,,,,35,Hombre Cis,No,,True,Senior,6000000.0
Mendoza,Full-Time,Contractor,2850000.0,3110000.0,Mi sueldo está dolarizado (pero cobro en moneda local),1450,No,No recibo bono,No,0.0,Marzo,3,"Abono de Internet, Horarios flexibles",3,"No, pero escucho ofertas.",,BI Analyst / Data Analyst,3,2,2,0,"Amazon Web Services, Windows Server, Qlik","Python, SQL",Spark,"Amazon DynamoDB, MongoDB, MySQL, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,No,Sí,9,4,Llegó para quedarse,Cursor,La calidad humana es muy buena junto con la flexibilidad horaria.,Terminar encuesta,,,,,,,,,,,,,,,,41,Hombre Cis,Sí,,True,Semi-Senior,2850000.0
Buenos Aires,Full-Time,Contractor,3000000.0,2560000.0,Cobro todo el salario en dólares,1458,No,No recibo bono,No,0.0,No tuve,2,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"Sí, estoy buscando activamente.",,QA / Tester,4,1,1,0,Azure,"CSS, HTML, Javascript",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,No,No,7,3,Vibequé?,No,"Trabajo para USA como contractor, tengo cero beneficios pero gano en dólares, pero no me ajustan por inflación ni me dan ningún bono. ",Terminar encuesta,,,,,,,,,,,,,,,,38,Mujer Cis,Sí,,True,Semi-Senior,3000000.0
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),3700000.0,3000000.0,Cobro parte del salario en dólares,1300,No,No recibo bono,No,0.0,No tuve,1,"Abono de Internet, Capacitaciones y/o cursos",2,"No, pero escucho ofertas.",,Developer,6,0,4,0,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless",Python,"Django, FastAPI","MongoDB, MySQL, PostgreSQL","Cypress, Postman, Visual Studio Coded UI",De 1001 a 2000 personas,100% remoto,0,no,Sí,3,5,Llegó para quedarse,Vscode + Copilot,,Terminar encuesta,,,,,,,,,,,,,,,,42,Hombre Cis,Sí,,True,Senior,3700000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,7500000.0,7500000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,2,"Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",,Manager / Director,10,7,4,1,"Firebase, Google Cloud Platform","HTML, Python, SQL",Ninguno de los anteriores,Google Cloud Storage,Ninguna de las anteriores,De 2 a 10 personas,100% remoto,1,No,No,8,3,Llegó para quedarse,,,Responder sobre mis estudios,Universitario,Completo,Ingeniería Industrial,ITBA Instituto Tecnológico de Buenos Aires,Terminar encuesta,,,,,,,,,,,36,Hombre Cis,Sí,Mercado Libre,True,Senior,7500000.0
Tierra del Fuego,Full-Time,Staff (planta permanente),3600000.0,3100000.0,Mi sueldo está dolarizado (pero cobro en moneda local),,De uno a tres sueldos,Performance de la compañía,Uno,16.0,Octubre,1,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",1,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,17,4,2,0,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless",Python,Ninguno de los anteriores,"Amazon RDS/Aurora, Oracle",Selenium,De 2001a 5000 personas,100% remoto,0,si pero un en negro,Sí,5,5,Llegó para quedarse,cursor,"Supo ser una gran empresa con muy buenos beneficios, hoy esta pasando por un reoarganizacion que para los empleados se transforma en caos , incertidumbe . ",Terminar encuesta,,,,,,,,,,,,,,,,38,Hombre Cis,Sí,mmm no lo se pero acá no.,True,Senior,3600000.0
Buenos Aires,Full-Time,Contractor,3750000.0,3750000.0,Cobro todo el salario en dólares,,Menos de un sueldo,Performance de la compañía,No,0.0,No tuve,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",,Developer,3,4,3,0,Ninguna de las anteriores,"CSS, HTML, Javascript, Liquid","WordPress, Shopify",Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,,No,9,5,Hype,,,Responder sobre guardias,Universitario,En curso,Licenciatura en Sistemas de Información,UNLP - Universidad Nacional de La Plata,Responder sobre entrevistas técnicas,Hasta 2,"HR, Técnica - Coding","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Menos de 2 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,No,0.0,Bruto,Responder sobre mis estudios,37,Mujer Cis,Sí,"Internacionales: Meta, Google. Nacionales ninguna.",True,Semi-Senior,3750000.0
Santa Fe,Full-Time,Staff (planta permanente),3424985.22,3212487.73,Cobro parte del salario en dólares,,No,No recibo bono,Tres,1.0,Noviembre,1,Ninguna de las anteriores,3,"No, pero escucho ofertas.",,Developer,4,2,2,0,"Docker, Linux","Bash/Shell, HTML, Javascript, Python, SQL, TypeScript","Vue.js, Frappe",MariaDB,pytest,De 2 a 10 personas,100% remoto,0,no,No,8,5,Llegó para quedarse,"Si, Copilot de VSCode",,Responder sobre entrevistas técnicas,Universitario,Incompleto,Licenciatura en Ciencias de la Computación,UNC - Universidad Nacional de Córdoba,Responder sobre guardias,Hasta 2,"HR, Técnica - Coding","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 6 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Responder sobre mis estudios,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,30,Hombre Cis,Sí,Mercado Libre,True,Semi-Senior,3424985.22
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,10835000.0,10835000.0,Cobro todo el salario en dólares,1450,No,No recibo bono,No,0.0,No tuve,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online",4,"No, pero escucho ofertas.",Tengo dos trabajos full time,SysAdmin / DevOps / SRE,8,1,8,1,"Amazon Web Services, Azure",Python,Ninguno de los anteriores,"Amazon DynamoDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, Oracle",Postman,Más de 10000 personas,100% remoto,0,no,No,9,5,Vibequé?,Si,,Responder sobre guardias,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Técnica - Diseño & Arquitectura, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, En plataformas tipo HackerRank o similares, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Menos de 2 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,39,Hombre Cis,Sí,"capgemini, exxon",True,Senior,10835000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4333000.0,3300000.0,Cobro parte del salario en dólares,1471,De uno a tres sueldos,Mix de las anteriores,Uno,6.0,Agosto,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Estacionamiento gratuito / subvencionado, Horarios flexibles",4,"No, pero escucho ofertas.",,Developer,6,0,0,0,"Amazon Web Services, Docker, Google Cloud Platform, Linux, Serverless","Go, Java, Python",Ninguno de los anteriores,"MongoDB, PostgreSQL",Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,,No,7,5,Llegó para quedarse,Cursor,,Terminar encuesta,,,,,,,,,,,,,,,,27,Prefiero no decir,Sí,,True,Senior,4333000.0
Buenos Aires,Full-Time,Contractor,6900963.0,6900963.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,3,Ninguna de las anteriores,3,"No, pero escucho ofertas.",Tengo dos trabajos full time,Architect,8,0,0,0,"Amazon Web Services, Docker, Firebase, Google Cloud Platform, Kubernetes, Linux, OpenShift","HTML, Java, Javascript, PHP, Python","Angular, Bootstrap, Django, Hadoop, React.js, Vue.js","Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, ElasticSearch, MongoDB, MySQL, PostgreSQL",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,no,No sé,9,5,Hype,si,no,Terminar encuesta,,,,,,,,,,,,,,,,39,Hombre Cis,Sí,no sé,True,Senior,6900963.0
Buenos Aires,Full-Time,Staff (planta permanente),6750000.0,5600000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,"Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida",4,"No, estoy muy conforme.",,Developer,8,0,0,0,Ninguna de las anteriores,"CSS, HTML, Javascript, SQL, TypeScript",React.js,Microsoft SQL Server,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,No,No,10,5,Hype,VS code,.,Terminar encuesta,,,,,,,,,,,,,,,,32,Mujer Cis,Sí,,True,Senior,6750000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),12896000.0,8929000.0,Mi sueldo está dolarizado (pero cobro en moneda local),1544,No,No recibo bono,No,0.0,Marzo,3,"Cuota para universidad / posgrados, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,"Sí, estoy buscando activamente.",,Technical Leader,10,5,0,6,Ninguna de las anteriores,Java,Spring,PostgreSQL,Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,,No,6,4,Llegó para quedarse,Cursor,,Responder sobre guardias,Universitario,Completo,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Técnica - Coding, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres",Hasta 4 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,"Sí, pasiva",150.0,Bruto,Responder sobre mis estudios,28,Mujer Cis,Sí,,True,Senior,12896000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,12000000.0,5300000.0,Cobro todo el salario en dólares,1474,No,No recibo bono,No,0.0,No tuve,3,Descuento en gimnasios / Clases de gimnasia online,3,"No, estoy muy conforme.",,Technical Leader,10,6,6,0,Amazon Web Services,Python,Flask,"Amazon RDS/Aurora, MySQL",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,Sí,0,5,Llegó para quedarse,Cursor,,Terminar encuesta,,,,,,,,,,,,,,,,36,Hombre Cis,Sí,,True,Senior,12000000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4600000.0,5700000.0,Cobro parte del salario en dólares,,De uno a tres sueldos,Mix de las anteriores,Dos,7.0,Noviembre,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,6,2,2,0,"Amazon Web Services, Azure, Docker, Firebase, Google Cloud Platform, Kubernetes, Linux, Serverless",Python,Node.js,"Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, ElasticSearch, MariaDB, MongoDB, MySQL, PostgreSQL",Postman,De 2001a 5000 personas,100% remoto,0,No,No sé,10,5,Hype,,,Terminar encuesta,,,,,,,,,,,,,,,,44,Hombre Cis,Sí,,True,Senior,4600000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2700000.0,2300000.0,Mi sueldo está dolarizado (pero cobro en moneda local),,Menos de un sueldo,Votado por decisión colectiva,Uno,15.0,Septiembre,3,"Abono de Internet, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",,Data Engineer,3,0,0,0,Ninguna de las anteriores,Python,Ninguno de los anteriores,Teradata,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),0,,No,10,1,Llegó para quedarse,no,,Responder sobre entrevistas técnicas,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Terminar encuesta,Hasta 2,"HR, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, En plataformas tipo HackerRank o similares, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Menos de 2 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Responder sobre mis estudios,,,,,24,Mujer Cis,Sí,,True,Semi-Senior,2700000.0
