work_country,work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,numero,salary_in_usd,salary_last_dollar_value,salary_pay_cripto,salary_%_cripto,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,salary_month_last_inflation_adjustment,salary_comparison_last_semester,salary_benefit,salary_satisfaction,Trabajo de,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,Si trabajas bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,company_recommended,profile_studies_level,profile_studies_level_state,profile_career,profile_university,profile_boot_camp,profile_boot_camp_carrer,work_on_call_duty,salary_on_call_duty_charge,work_on_call_duty_charge_type,profile_age,profile_gender
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),395000.0,230000.0,TRUE,,,,,Menos de un sueldo,Dia del gremio,Dos,35,Mayo,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",2,BI Analyst / Data Analyst,9.0,9.0,9.0,0.0,Ninguna de las anteriores,SQL,Hadoop,"Apache Hive, Teradata",Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),2,5,Universitario,En curso,Licenciatura en Análisis de Sistemas,UCAECE - Centro de Altos Estudios en Ciencias Exactas,,,,,,34,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),320000.0,226000.0,TRUE,,,,,No,No recibo bono,Uno,23,Mayo,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,Project Manager,20.0,6.0,2.0,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,7,Posgrado/Especialización,Completo,Licenciatura en Sistemas de Información,UCA - Universidad Católica Argentina,,,,,,57,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),2500.0,2500.0,TRUE,Cobro todo el salario en dólares,,,,Un sueldo,Performance individual,Uno,20,Marzo,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",3,Recruiter / HR,20.0,1.6,1.6,0.0,Airtable,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,10,,,,,,,,,,41,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),200000.0,166000.0,TRUE,,,,,Menos de un sueldo,Mix de las anteriores,Dos,35%,Junio,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Vacaciones flexibles (adicionales a las reglamentarias)",1,QA / Tester,4.0,1.0,0.0,5.0,"Amazon Web Services, Firebase",Javascript,Postman,"Amazon DynamoDB, PostgreSQL","Cypress, Postman, Visual Studio Coded UI",De 101 a 200 personas,100% remoto,0,7,,,,,,,"Sí, pasiva",45000.0,Porcentaje de mi sueldo bruto,31,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),303000.0,260000.0,TRUE,,,,,Un sueldo,Mix de las anteriores,Uno,32,Abril,3,"Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,Technical Leader,4.0,3.0,1.0,3.0,"Amazon Web Services, Docker","CSS, HTML, Javascript, PHP, SQL","Bootstrap, Laravel, Node.js, React.js","Amazon DynamoDB, Amazon RDS/Aurora, MySQL","Cypress, PHPUnit, Postman",De 51 a 100 personas,Híbrido (presencial y remoto),1,8,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,,,No,0.0,Neto,25,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),142875.0,118586.25,TRUE,Mi sueldo está dolarizado (pero cobro en moneda local),125.37,,,No,No recibo bono,Uno,35,Mayo,4,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Stock options / RSUs, Desconozco realmente si hay más beneficios",4,QA / Tester,6.0,3.0,2.0,0.0,Ninguna de las anteriores,HTML,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),2,8,Terciario,Completo,Profesorado de Artes Visuales,EMBA Carlos Morel,,,No,0.0,Porcentaje de mi sueldo bruto,30,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),320000.0,240000.0,TRUE,,,,,Un sueldo,Mix de las anteriores,Más de tres,38,Mayo,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,Infosec,9.0,3.0,3.0,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,8,Universitario,Completo,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,,,,,,46,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),265.0,220.0,TRUE,,,,,No,No recibo bono,Uno,40,Julio,1,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",2,Recruiter / HR,10.0,1.0,1.0,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,7,,,,,,,,,,33,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),70000.0,58500.0,TRUE,,,,,Menos de un sueldo,Performance individual,Uno,20,Marzo,2,"Clases de idiomas, Horarios flexibles",2,Developer,1.0,1.0,1.0,0.0,Ninguna de las anteriores,"C#, SQL",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,7,Universitario,En curso,Ingeniería Electrónica,UBA - Universidad de Buenos Aires,,,,,,23,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),179000.0,140000.0,TRUE,,,,,Menos de un sueldo,Performance de la compañía,No,0,No tuve,2,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1,Developer,10.0,5.0,5.0,0.0,"Docker, Linux",PHP,jQuery,PostgreSQL,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,8,,,,,,,,,,33,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),152000.0,126000.0,TRUE,,,,,Un sueldo,Mix de las anteriores,No,20%,Febrero,2,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",2,Developer,2.0,6.0,2.0,0.0,"Firebase, squidex","Bash/Shell, CSS, HTML, Javascript","Angular, jQuery, Next.js, Node.js, React.js, Angularjs",MongoDB,Postman,De 51 a 100 personas,Híbrido (presencial y remoto),1,7,Universitario,Completo,"Lic en producción y dirección de radio, cine y tv",UB - Universidad de Belgrano,no,,No,0.0,Porcentaje de mi sueldo bruto,28,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),209500.0,173000.0,TRUE,,,,,No,No recibo bono,Uno,30%,Marzo,2,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",2,Recruiter / HR,10.0,2.0,2.0,0.0,"Linux, Windows Server",HTML,WordPress,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,10,,,,,,,,,,40,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),232000.0,206000.0,TRUE,Cobro parte del salario en dólares,Oficial a la fecha de cierre que es variable,,,Menos de un sueldo,Mix de las anteriores,No,0,No tuve,2,"Comidas pagas / subvencionadas, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",2,Support Engineer,20.0,3.0,3.0,0.0,Linux,Python,Ninguno de los anteriores,"Oracle, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,5,Universitario,Completo,Ingeniería en Sistemas de Información,UAI - Universidad Abierta Interamericana,No,,,,,55,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),315.0,0.0,TRUE,,,Cobro parte del salario criptomonedas,"$1,100",No,No recibo bono,No,0,No tuve,4,Stock options / RSUs,3,Product Owner,2.0,0.0,0.0,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),1,6,Universitario,Completo,Licenciatura en Sistemas de Información,ITBA Instituto Tecnológico de Buenos Aires,,,,,,26,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),150000.0,130000.0,TRUE,,,,,No,No recibo bono,Uno,35,Julio,1,"Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, etc)",2,Developer,1.0,1.0,1.0,1.0,"Linux, Mulesoft",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,4,,,,,,,,,,21,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),150000.0,124500.0,TRUE,Cobro parte del salario en dólares,,,,No,No recibo bono,Uno,25,Febrero,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,Recruiter / HR,10.0,3.0,1.0,4.0,Amazon Web Services,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),1,10,,,,,,,,,,34,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),230000.0,190000.0,TRUE,,,,,No,No recibo bono,Dos,15,Mayo,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Licencia por nacimiento extendida",3,BI Analyst / Data Analyst,4.0,4.0,1.0,2.0,SAP,SQL,Ninguno de los anteriores,"HANA, SAP BW",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,8,Universitario,En curso,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,,,,,,27,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),305500.0,237003.0,TRUE,Mi sueldo está dolarizado (pero cobro en moneda local),130,,,Menos de un sueldo,Performance individual,Más de tres,Igual a la inflacion,Julio,4,"Abono de Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",4,Product Manager,3.0,1.2,1.2,0.0,"Google Cloud Platform, SAP","HTML, Javascript",SAP,Google Cloud Storage,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,10,Universitario,Completo,Lic en Comunicacion,"UDESA, universidad de San Andres","si, ADA IT",desarrollo frontend,No,0.0,Porcentaje de mi sueldo bruto,28,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),160000.0,200000.0,TRUE,,,,,No,No recibo bono,Dos,70,Junio,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas",1,Developer,3.0,2.0,1.0,1.0,Ninguna de las anteriores,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",".NET Core, Angular, Bootstrap, React.js",Microsoft SQL Server,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,6,,,,,,,,,,22,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),444685.0,322800.0,TRUE,,,,,Un sueldo,Mix de las anteriores,Tres,50,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs",2,Technical Leader,9.0,0.0,1.0,7.0,SAP,"ABAP, SQL, VBA",SAP,HANA,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,7,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,,,"Sí, pasiva",10.0,Porcentaje de mi sueldo bruto,34,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),242.31,196.69,TRUE,,,,,De uno a tres sueldos,Mix de las anteriores,Dos,58,Julio,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",2,Developer,2.0,2.0,1.0,0.0,"Amazon Web Services, Docker, Google Cloud Platform","Go, Groovy, Java, SQL, TypeScript","Angular, Bootstrap, Hibernate, Next.js, Node.js","MongoDB, MySQL","JUnit, Postman",Más de 10000 personas,Híbrido (presencial y remoto),1,9,Universitario,En curso,Licenciatura en Sistemas de Información,UADE - Universidad Argentina De la Empresa,ADA ITW,Desarrollo Backend,"Sí, activa",0.0,Neto,23,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),188370.0,156348.0,TRUE,,,,,De uno a tres sueldos,Performance grupal,Tres,70%,Junio,3,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida",3,Recruiter / HR,3.0,1.0,1.0,5.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,8,Universitario,Incompleto,Traducción,UBA - Universidad de Buenos Aires,,,,,,27,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),370.0,240.0,TRUE,,,,,Un sueldo,Performance de la compañía,Dos,37%,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,Designer,6.0,0.0,0.0,2.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,9,Posgrado/Especialización,Completo,Lic. Diseño y Gestión de Estéticas para la Moda,UADE - Universidad Argentina De la Empresa,Meli,Research,,,,29,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),55000.0,280000.0,TRUE,,,,,De uno a tres sueldos,Mix de las anteriores,Dos,%\60%,Junio,2,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Guardería o pago para cubrir costo de guardería",2,SysAdmin / DevOps / SRE,3.0,3.0,3.0,0.0,Linux,Python,Flask,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),2,6,Universitario,Incompleto,Ingeniería en Informática,UBA - Universidad de Buenos Aires,No,,,,,25,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),790000.0,530000.0,TRUE,Mi sueldo está dolarizado (pero cobro en moneda local),235,,,No,No recibo bono,Más de tres,0,Junio,4,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,7.0,5.0,5.0,0.0,Docker,"CSS, HTML, Javascript, Python, TypeScript","Node.js, React.js","ElasticSearch, MongoDB, Redis",Cucumber,De 201 a 500 personas,Híbrido (presencial y remoto),1,8,Universitario,Completo,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,,,,,,30,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),649076.25,448256.6,TRUE,,,,0,3+ sueldos,Performance individual,Dos,70,Mayo,3,"Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), late shift cab",3,SysAdmin / DevOps / SRE,10.0,1.0,6.0,0.0,"AIX, Amazon Web Services, Docker, Kubernetes, Linux, VMWare","Bash/Shell, Python, Ruby",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),2,6,,,,,,,,,,37,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),232000.0,191734.0,TRUE,Cobro parte del salario en dólares,125.37,,,No,No recibo bono,Tres,24,Julio,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",4,Developer,12.0,0.0,0.0,0.0,Amazon Web Services,".NET, C#, Javascript",.NET Core,Redis,"Postman, Xunit",Más de 10000 personas,100% remoto,0,9,Universitario,Completo,Ingeniería en Informática,UNEG - Universidad Nacional Experimental de Guayana,,,,,,34,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),800.0,800.0,TRUE,Cobro todo el salario en dólares,255,,,No,No recibo bono,Uno,33,Febrero,1,Ninguna de las anteriores,1,Recruiter / HR,2.0,1.0,1.0,1.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,10,Posgrado/Especialización,Completo,Lic. en Psicología,UCA - Universidad Católica Argentina,,,No,0.0,Porcentaje de mi sueldo bruto,28,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),117.26,97.326,TRUE,,,,,No,No recibo bono,Tres,35,Junio,1,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Cuota para universidad / posgrados, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1,"Designer,Developer, Networking,HelpDesk",0.0,0.0,0.0,1.0,"Google Cloud Platform, Windows Server","CSS, HTML, Javascript, Python, SQL",Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 51 a 100 personas,100% presencial,4,7,,,,,,,,,,28,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),214255.0,179345.0,TRUE,,,,,No,No recibo bono,Dos,16,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas",3,Developer,1.0,1.0,1.0,0.0,Linux,"Scala, SQL, TypeScript",Node.js,MySQL,"Cypress, Jest, JUnit, Postman",De 101 a 200 personas,100% remoto,0,7,Universitario,Incompleto,Ingeniería en Computación,UNC - Universidad Nacional de Córdoba,,,,,,27,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),310000.0,270000.0,TRUE,,,,,No,No recibo bono,Uno,30,Junio,2,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1,QA / Tester,10.0,0.0,3.0,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,MySQL,Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,0,,,,,,,,,,38,Mujer Cis
